Employee_No,Employee_Code,Name,Title,Gender,Religion_ID,Marital_Status,Designation_ID,Date_Joined,Date_Resigned,Status,Inactive_Date,Reporting_emp_1,Reporting_emp_2,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth
828,4980,Abigayle Deckow,Mr,Male,3,Married,31,2020-06-01,\N,Active,\N,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1981
829,75186,Lexie Wunsch,Mr,Male,3,Married,122,2019-11-06,1/31/2022,Inactive,1/31/2022,\N,\N,Labour,Contarct Basis,Hindu,Security,1973
830,199011,Kiley Deckow,Mr,Male,3,Single,122,2020-02-10,6/30/2022,Inactive,6/30/2022,\N,\N,Labour,Contarct Basis,Hindu,Security,1987
832,4795,Bella Rosenbaum,Mr,Male,1,Married,55,2019-01-06,2/19/2022,Inactive,2/19/2022,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1970
837,189003,Lauren Cassin,Mr,Male,1,Single,31,2020-01-13,\N,Inactive,6/3/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996
838,189037,Chloe Hammes III,Mr,Male,1,Married,31,2020-06-10,\N,Inactive,12/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994
839,5059,Elwin Luettgen,Mr,Male,1,Married,31,2020-02-21,\N,Inactive,12/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997
841,3293,Evangeline Cummings,Mr,Male,4,Married,31,2019-01-01,\N,Inactive,12/31/2020,\N,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,1982
845,199001,Della Tremblay,Mr,Male,3,Single,31,2020-01-02,\N,Inactive,5/31/2020,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1987
848,200013,Joannie Shields,Mr,Male,1,Married,1,2020-12-03,3/21/2022,Inactive,3/21/2022,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1968
850,70073,Jewell Bogisich,Mr,Male,1,Single,30,2019-08-01,\N,Inactive,3/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1981
852,70147,Amos Cremin IV,Mr,Male,4,Married,122,2019-09-01,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Catholic,Security,1973
853,70149,Raymundo Ortiz,Mr,Male,3,Married,30,2019-09-05,\N,Inactive,12/31/2020,\N,\N,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1982
854,5162,Prof Sandrine Kulas,Mr,Male,4,Married,38,2021-02-01,8/30/2022,Inactive,8/30/2022,\N,\N,Labour,Contarct Basis,Catholic,Office Assistant,1987
855,75253,Rebecca Kuvalis III,Mr,Male,3,Single,31,2019-12-01,\N,Inactive,5/19/2020,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1977
858,75258,Dr Jadon Rempel,Mr,Male,3,Married,122,2019-12-25,10/31/2022,Inactive,10/31/2022,\N,\N,Labour,Contarct Basis,Hindu,Security,1949
859,75259,Kaylin Aufderhar IV,Mr,Male,3,Single,122,2019-12-29,8/31/2022,Inactive,8/31/2022,\N,\N,Labour,Contarct Basis,Hindu,Security,1995
860,5039,Layne Bins MD,Mr,Male,1,Single,30,2020-01-11,\N,Inactive,12/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1966
861,199003,Charlene Harris,Mr,Male,1,Married,1,2020-01-12,\N,Inactive,3/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1966
863,199005,Mortimer Walter,Mr,Male,1,Married,30,2020-01-26,\N,Inactive,3/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1977
864,199006,Maya King,Mr,Male,3,Single,122,2020-01-30,4/24/2021,Inactive,4/24/2021,\N,\N,Labour,Contarct Basis,Hindu,Security,1985
866,199008,Chanelle Konopelski,Mr,Male,4,Single,122,2020-02-01,7/6/2022,Inactive,7/6/2022,\N,\N,Labour,Contarct Basis,Catholic,Security,1985
867,199009,Irwin Treutel,Mr,Male,3,Married,122,2020-02-01,\N,Inactive,5/30/2020,\N,\N,Labour,Contarct Basis,Hindu,Security,1985
869,199013,Dr Milford Gerlach Sr,Mr,Male,3,Single,122,2020-02-11,11/30/2021,Inactive,11/30/2021,\N,\N,Labour,Contarct Basis,Hindu,Security,1987
870,199014,Louvenia Gerlach,Mr,Male,3,Married,30,2020-02-13,\N,Inactive,3/31/2020,\N,\N,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1987
871,5080,Prof Royal Koelpin,Mr,Male,3,Single,38,2020-02-15,12/31/2021,Inactive,12/31/2021,\N,\N,Labour,Contarct Basis,Hindu,Office Assistant,1981
872,4976,Antonetta Littel,Ms,Female,1,Married,134,2020-06-01,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Caretaker,1971
873,70096,Prof Nicolas Cronin,Mr,Male,1,Married,31,2019-09-24,\N,Inactive,6/14/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970
875,5144,Prof Marie Sporer Sr,Mr,Male,1,Married,31,2019-09-23,7/26/2021,Inactive,7/26/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1989
877,70110,Margie Tremblay,Mr,Male,1,Single,31,2019-09-10,11/26/2020,Inactive,11/26/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1992
878,5148,Dennis Miller,Mr,Male,1,Married,31,2019-09-09,3/14/2022,Inactive,3/14/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1984
879,70129,Dean Strosin,Mr,Male,1,Married,29,2019-09-02,3/21/2021,Inactive,3/21/2021,\N,\N,Labour,Contarct Basis,Buddhist,Cook,1979
880,75031,Constance McClure,Mr,Male,1,Married,135,2019-10-06,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Wacher,1963
882,75032,Miss Judy Carroll III,Mr,Male,1,Married,135,2019-10-08,4/22/2022,Inactive,4/22/2022,\N,\N,Labour,Contarct Basis,Buddhist,Wacher,1960
886,75246,Mr Gaston Wintheiser,Mr,Male,1,Married,31,2019-12-13,12/20/2020,Inactive,12/20/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971
889,4997,Danika Collier,Mr,Male,1,Married,31,2020-06-01,0000-00-00,Inactive,6/1/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1977
890,5226,Mr Schuyler Fritsch Jr,Mr,Male,1,Married,31,2021-03-01,3/14/2022,Inactive,3/14/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999
891,5029,Alyce Littel,Mr,Male,1,Married,31,2020-01-23,3/14/2022,Inactive,3/14/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1980
892,197004,Mr Christ Schinner,Mr,Male,1,Married,31,2020-01-28,\N,Inactive,3/15/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976
894,5030,Dr Destany Rempel,Mr,Male,1,Married,31,2020-01-28,\N,Inactive,12/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1963
895,5031,Eric Luettgen,Mr,Male,1,Married,31,2020-01-28,10/31/2021,Inactive,10/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1986
896,5032,Jed Hermann MD,Mr,Male,1,Married,31,2020-01-28,3/14/2022,Inactive,3/14/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1980
897,5033,Sonia Stoltenberg I,Mr,Male,1,Married,31,2020-01-28,1/28/2021,Inactive,1/28/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1982
898,5034,Dean Kohler,Mr,Male,1,Married,31,2020-01-28,1/29/2021,Inactive,1/29/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968
899,5035,Alysa Schimmel,Mr,Male,1,Married,31,2020-01-28,0000-00-00,Inactive,12/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971
900,5036,Gussie Beahan MD,Mr,Male,1,Married,31,2020-01-28,3/30/2022,Inactive,3/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1983
901,197013,Mrs Heloise Kovacek,Mr,Male,1,Married,31,2020-01-28,\N,Inactive,3/15/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1986
902,5071,Ms Elta Hoeger III,Mr,Male,1,Married,31,2020-02-19,3/30/2022,Inactive,3/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1989
905,5076,Isabelle Turner,Mr,Male,1,Married,31,2020-02-21,3/14/2022,Inactive,3/14/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1975
906,5072,Dave Bernhard,Mr,Male,1,Married,31,2020-02-19,3/2/2022,Inactive,3/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1985
907,197020,Kacie Rippin PhD,Mr,Male,1,Married,134,2020-02-05,3/31/2021,Inactive,3/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Caretaker,1970
908,4975,Prof Oswaldo Collins,Mr,Male,1,Married,30,2020-06-01,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1984
910,4979,Sheila Toy,Mr,Male,1,Married,31,2020-06-01,1/7/2021,Inactive,1/7/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981
918,4984,Kameron Hilpert,Mr,Male,1,Married,31,2020-06-01,10/30/2021,Inactive,10/30/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1984
921,4985,Mrs Meagan Jenkins,Mr,Male,1,Married,1,2020-06-01,4/6/2022,Inactive,4/6/2022,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1982
923,1885,Ms Margarita Vandervort IV,Mr,Male,1,Married,7,2014-02-20,8/31/2021,Inactive,8/31/2021,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1970
924,3881,Eliezer Schaden,Mr,Male,5,Single,33,2018-05-08,\N,Inactive,6/22/2020,\N,\N,Staff,Contarct Basis,Muslim,Site Engineer,1993
925,4531,Flo Nienow,Mr,Male,5,Married,22,2019-02-01,\N,Active,\N,\N,\N,Staff,Contarct Basis,Muslim,Technical Officer,1977
926,198047,Mrs Kiarra Hickle,Mr,Male,1,Married,55,2020-08-24,\N,Inactive,9/30/2020,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1977
928,183008,Kevin Dooley,Mr,Male,1,Married,31,2020-01-02,\N,Inactive,7/29/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1975
929,4039,Prof Esther Bradtke MD,Mr,Male,1,Married,31,2019-01-01,\N,Inactive,9/10/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1984
930,4170,Prof Cody Monahan,Mr,Male,1,Single,1,2019-01-01,\N,Inactive,12/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1996
932,4565,Prof Oscar Shields,Mr,Male,1,Married,31,2019-01-01,4/9/2021,Inactive,4/9/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1975
933,4693,Ferne Beier V,Mr,Male,1,Married,31,2019-04-03,4/9/2021,Inactive,4/9/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1977
934,4474,Mr Keshawn DuBuque,Mr,Male,1,Married,31,2019-01-01,4/9/2021,Inactive,4/9/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1960
939,70030,Rasheed Abshire,Mr,Male,1,Married,31,2019-07-01,\N,Inactive,3/6/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1984
940,4950,Mr Michael Cassin,Mr,Male,1,Single,70,2020-02-17,\N,Inactive,8/17/2020,\N,\N,Staff,Contarct Basis,Buddhist,Data Entry Operator,1997
941,4951,Hardy Casper,Miss,Female,1,Single,2,2020-02-12,7/31/2022,Inactive,7/31/2022,\N,\N,Staff,Contarct Basis,Buddhist,Secretary,1993
942,4953,Lilliana Wisozk,Mr,Male,1,Single,48,2020-02-24,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1994
943,4954,Mr Cameron McCullough,Mr,Male,1,Single,88,2020-03-02,4/27/2021,Inactive,4/27/2021,\N,\N,Staff,Contarct Basis,Buddhist,Trainee QS,1997
944,4955,Louie Hackett,Mr,Male,1,Single,48,2020-03-02,0000-00-00,Inactive,8/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1992
945,4956,Ernest Effertz,Mr,Male,1,Married,6,2020-02-24,0000-00-00,Active,0000-00-00,945,\N,Staff,Contarct Basis,Buddhist,Project Manager,1964
947,4959,Edmond Schulist,Mr,Male,1,Married,107,2020-03-06,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Social Environment Officer,1962
948,4960,Genevieve Hahn,Mr,Male,1,Single,8,2020-03-16,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1988
949,4948,Sunny Heller,Mr,Male,1,Married,8,2020-02-12,\N,Inactive,9/21/2020,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1988
950,4961,Isai Jacobson IV,Mr,Male,1,Single,7,2020-05-11,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1987
951,3872,Maybell Okuneva,Mr,Male,1,Single,27,2018-04-01,12/31/2020,Inactive,12/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,1995
952,50022,Benjamin Willms,Mr,Male,1,Married,120,2020-05-18,0000-00-00,Inactive,10/8/2020,\N,\N,Management,Contarct Basis,Buddhist,HR Manager,1956
953,2722,Orland Hansen,Mr,Male,1,Married,29,2019-01-01,\N,Inactive,9/24/2020,\N,\N,Labour,Contarct Basis,Buddhist,Cook,1979
958,75016,Mariana Borer,Mr,Male,1,Married,1,2019-10-08,0000-00-00,Inactive,6/17/2020,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1975
959,5157,Ellis Mayer,Mr,Male,1,Married,1,2021-02-01,4/29/2021,Inactive,4/29/2021,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1984
961,75023,Cecile Jacobson,Mr,Male,1,Married,31,2019-10-08,\N,Inactive,3/11/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971
962,5158,Krystal Dietrich,Mr,Male,1,Married,31,2021-02-01,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997
965,75028,Mr Connor Hauck,Mr,Male,1,Married,31,2019-10-25,\N,Inactive,6/10/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972
968,193116,Sammy Heidenreich,Mr,Male,1,Married,31,2020-12-08,4/29/2021,Inactive,4/29/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981
969,5165,Cristopher Keebler,Mr,Male,1,Married,31,2021-02-01,3/31/2021,Inactive,3/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1990
970,75150,Prof Freeda Strosin II,Mr,Male,1,Married,53,2019-11-22,\N,Inactive,3/15/2020,\N,\N,Labour,Contarct Basis,Buddhist,Pipe Fitter,1982
971,4809,Eula Klein,Mr,Male,1,Married,22,2019-06-03,4/10/2021,Inactive,4/10/2021,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1985
973,189011,Dario Romaguera,Mr,Male,5,Single,31,2020-02-14,\N,Inactive,3/17/2020,\N,\N,Labour,Contarct Basis,Muslim,Unskilled Labor,2003
975,4881,Julius Douglas,Mr,Male,1,Single,128,2019-09-23,11/6/2021,Inactive,11/6/2021,\N,\N,Staff,Contarct Basis,Buddhist,Construction Supervisor,1996
976,70052,Dr Hettie Robel,Mr,Male,1,Married,31,2019-08-01,\N,Inactive,4/24/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997
977,70058,Domingo Harber I,Mr,Male,1,Married,31,2019-08-01,\N,Inactive,5/30/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996
979,75042,Mrs Alvera McClure Sr,Mr,Male,1,Married,31,2019-10-14,\N,Inactive,3/15/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968
983,5161,Magnus Gerlach III,Mr,Male,1,Married,31,2021-02-01,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1985
984,1079,Jamel Davis,Mr,Male,1,Married,32,2010-07-16,\N,Inactive,6/27/2020,\N,\N,Staff,Contarct Basis,Buddhist,OPE-Compresure Breaker,1959
986,4986,Zoey Rempel,Mr,Male,1,Married,31,2020-06-01,2/19/2021,Inactive,2/19/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1992
987,4987,Dr Waylon Cassin DVM,Mr,Male,1,Married,1,2020-06-01,7/27/2021,Inactive,7/27/2021,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1996
988,75062,Horace Connelly,Mr,Male,1,Married,31,2019-10-15,\N,Inactive,6/23/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969
989,75067,Katharina Kling,Mr,Male,1,Married,31,2019-10-07,\N,Inactive,12/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997
990,75069,Miss Makayla Weber IV,Mr,Male,1,Single,31,2019-10-10,12/30/2020,Inactive,12/30/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995
991,75178,Jarred D'Amore,Mr,Male,1,Married,31,2019-11-01,\N,Inactive,3/15/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996
992,4990,Erika Kihn,Mr,Male,1,Married,31,2020-06-01,3/12/2022,Inactive,3/12/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1987
994,4991,Mr Jefferey Bernier,Mr,Male,1,Married,31,2020-06-01,7/23/2021,Inactive,7/23/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1985
999,5037,Lily Fritsch,Mr,Male,1,Married,1,2020-01-04,2/28/2022,Inactive,2/28/2022,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1980
1000,198002,Tamara Grant IV,Mr,Male,1,Married,1,2020-01-04,\N,Inactive,3/15/2020,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1971
1002,5038,Ms Amanda Yost,Mr,Male,1,Married,1,2020-01-16,3/29/2021,Inactive,3/29/2021,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1988
1003,198005,Mollie Lemke MD,Mr,Male,1,Married,31,2020-01-09,\N,Inactive,3/12/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1977
1006,4422,Melvin Schroeder,Mr,Male,1,Married,37,2018-12-01,3/15/2021,Inactive,3/15/2021,\N,\N,Staff,Contarct Basis,Buddhist,Driver-Tractor,1974
1007,198009,Maximus Luettgen,Mr,Male,1,Married,31,2020-02-25,\N,Inactive,3/15/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1988
1008,5078,Caroline Williamson I,Mr,Male,1,Married,31,2020-02-25,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969
1009,198062,Jewel Lakin,Mr,Male,1,Married,1,2020-02-18,\N,Inactive,4/30/2020,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1974
1010,198012,Nikki McLaughlin,Mr,Male,1,Single,31,2020-02-19,\N,Inactive,3/6/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2003
1013,5079,Prof Brent Mills MD,Mr,Male,1,Single,31,2020-03-04,7/31/2021,Inactive,7/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999
1015,75152,Rebekah Yost,Mr,Male,1,Married,31,2019-11-22,\N,Inactive,6/30/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1979
1016,5206,Prof Dorothea Lubowitz,Mr,Male,1,Married,31,2021-02-01,2/13/2021,Inactive,2/13/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1988
1017,75154,Kailey Schumm,Mr,Male,1,Married,31,2019-11-22,\N,Inactive,12/31/2019,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970
1018,75155,Bessie Lueilwitz,Mr,Male,1,Married,31,2019-11-22,\N,Inactive,6/10/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970
1019,75156,Prof Hertha Bernier I,Mr,Male,1,Married,31,2019-11-22,\N,Inactive,6/30/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970
1020,75159,Mr Johann Hirthe V,Mr,Male,1,Married,31,2019-11-11,\N,Inactive,12/31/2019,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1957
1033,75280,Mrs Verona Spencer DDS,Mr,Male,1,Single,31,2019-12-07,\N,Inactive,6/17/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001
1037,75287,Gudrun Schumm Sr,Mr,Male,1,Married,31,2019-12-02,\N,Inactive,12/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972
1045,189014,Bria Wiza,Mr,Male,1,Married,31,2020-03-07,\N,Inactive,3/17/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968
1046,199016,Effie Feil V,Mr,Male,3,Single,30,2020-02-28,\N,Inactive,6/3/2020,\N,\N,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1994
1047,5096,Israel Hettinger,Mr,Male,1,Married,31,2020-03-05,12/20/2020,Inactive,12/20/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1960
1050,189017,Mr Brando Sauer PhD,Mr,Male,1,Married,31,2020-03-12,\N,Inactive,9/29/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1982
1051,3903,Davin Mueller IV,Mr,Male,1,Married,1,2019-01-01,0000-00-00,Inactive,12/31/2019,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1976
1052,189018,Robert Swift,Mr,Male,1,Single,31,2020-03-12,0000-00-00,Inactive,3/17/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2000
1054,199021,Dr Travon Gutmann V,Mr,Male,3,Single,122,2020-03-20,10/26/2021,Inactive,10/26/2021,\N,\N,Labour,Contarct Basis,Hindu,Security,1992
1055,199022,Nayeli Stehr,Mr,Male,3,Single,122,2020-03-20,\N,Inactive,4/30/2020,\N,\N,Labour,Contarct Basis,Hindu,Security,2000
1056,181002,Dan Heathcote,Mr,Male,1,Married,31,2020-02-23,\N,Inactive,6/23/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1964
1057,181001,Pierce Kling,Mr,Male,1,Married,31,2020-02-16,\N,Inactive,3/15/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976
1058,181003,Pasquale Block,Mr,Male,1,Married,31,2020-02-25,\N,Inactive,3/16/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1973
1060,189040,Alene Rath,Mr,Male,1,Married,31,2020-12-07,6/21/2021,Inactive,6/21/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1990
1061,5095,Dr Ashley Doyle,Mr,Male,1,Single,31,2020-03-16,1/6/2021,Inactive,1/6/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998
1063,75286,Dejah Cormier,Mr,Male,1,Married,1,2019-12-02,\N,Inactive,9/29/2020,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1979
1064,5025,Rosalia Braun,Mr,Male,1,Married,31,2020-01-23,2/27/2021,Inactive,2/27/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969
1065,4949,Shawn Goldner IV,Mr,Male,1,Single,80,2020-02-19,\N,Inactive,3/21/2020,\N,\N,Staff,Contarct Basis,Buddhist,Driver - cab,1998
1066,50020,Alfreda Stiedemann Jr,Miss,Female,1,Single,125,2020-02-13,12/19/2020,Inactive,12/19/2020,\N,\N,Staff,Contarct Basis,Buddhist,Data Colector,1993
1068,4840,Sheldon Boehm,Mr,Male,1,Single,27,2019-08-01,\N,Inactive,9/30/2020,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,1979
1069,4256,Brando Zboncak,Mr,Male,1,Single,35,2018-08-04,\N,Inactive,9/26/2020,\N,\N,Staff,Contarct Basis,Buddhist,Operator-Excavator,1978
1070,193091,Dameon Kshlerin I,Mr,Male,1,Married,31,2020-07-28,\N,Inactive,9/10/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1987
1071,2358,Mr Dewitt Mraz DDS,Mr,Male,1,Married,55,2015-07-02,9/30/2022,Inactive,9/30/2022,\N,\N,Staff,Contarct Basis,Buddhist,Fitter,1955
1072,5185,Zena Bauch,Mr,Male,1,Married,55,2021-02-01,6/9/2022,Inactive,6/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1986
1073,2957,Arden Upton Jr,Mr,Male,1,Married,27,2017-03-01,0000-00-00,Active,0000-00-00,1333,\N,Staff,Contarct Basis,Buddhist,Supervisor,1968
1074,75290,Prof Devan Bogisich V,Mr,Male,1,Married,31,2019-12-02,\N,Inactive,6/10/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1978
1076,194005,Ms Adell Watsica,Mr,Male,3,Married,31,2020-02-19,0000-00-00,Inactive,3/17/2020,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1983
1077,4895,Marianne Dickens,Mr,Male,1,Married,116,2019-10-16,\N,Inactive,6/30/2020,\N,\N,Management,Contarct Basis,Buddhist,Assistant General Manager,1976
1078,50001,Bart Weber,Mr,Male,1,Married,97,2019-03-01,\N,Inactive,9/29/2020,\N,\N,Staff,Contarct Basis,Buddhist,Foreman,1991
1080,4856,Mrs Matilda Lehner DVM,Mr,Male,1,Married,107,2019-08-19,0000-00-00,Active,0000-00-00,\N,\N,Staff,Contarct Basis,Buddhist,Social Environment Officer,1961
1081,4761,Elza Bailey,Mr,Male,1,Married,68,2019-05-17,0000-00-00,Active,0000-00-00,\N,\N,Staff,Contarct Basis,Buddhist,Assistant Store Keeper,1957
1082,5062,Sally Hegmann,Mr,Male,1,Single,55,2020-02-29,0000-00-00,Inactive,10/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1999
1083,4946,Sherman Hahn,Mr,Male,3,Single,108,2020-02-07,\N,Inactive,6/20/2020,\N,\N,Staff,Contarct Basis,Hindu,QAQC Engineer,1983
1084,5063,Mr Antonio Parisian,Mr,Male,1,Single,31,2020-02-29,\N,Inactive,10/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001
1085,190018,Chadd Gorczany Sr,Mr,Male,1,Married,31,2020-12-08,5/31/2021,Inactive,5/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1978
1086,4957,Prof Peyton Waelchi DVM,Mr,Male,1,Married,22,2020-03-03,11/30/2021,Inactive,11/30/2021,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1981
1089,75176,Flavio Monahan,Mr,Male,1,Married,31,2019-11-11,8/5/2022,Inactive,8/5/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1979
1090,5026,Edmund McClure,Mr,Male,1,Single,129,2020-02-01,0000-00-00,Inactive,10/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Stores Helper,1995
